71.278,74.941,79.541,76.916,79.249,76.488,77.363,76.085,83.588,81.557,73.941,77.432,80.44,77.915,79.989,81.11,75.807,71.962,75.145,74.72,77.07,81.798,83.209,76.898,163.47,81.523,78.071,79.805,81.744,77.695,78.287,81.356,76.212,78.743,78.734,78.145,80.067,81.276,80.863,74.68,82.55,81.251,78.637,78.163,76.681,75.943,79.273,76.126,77.628,78.195,75.205,77.934,78.468,80.309,78.681,79.573,79.451,79.795,80.312,78.986,79.024,80.576,77.924,80.54,79.81,80.675,79.18,78.944,79.931,77.747,76.694,76.127,76.941,78.633,77.319,77.839,76.438,78.033,77.91,77.166,78.023,75.864,76.772,75.007,74.407,78.888,77.829,77.689,77.571,76.199,79.887,76.548,76.89,77.125,76.815,77.4,78.593,79.236,78.099,75.929,75.405,76.408,74.83,74.026,77.835,77.311,76.873,77.263,78.311,76.729,75.307,75.757,77.217,76.119,73.147,90.653,73.933,76.363,75.464,76.816,76.557,74.924,73.924,77.473,73.83,76.082,75.167,75.526,76.773,75.391,77.047,76.144,75.907,76.685,76.698,73.895,75.733,73.966,76.01,74.828,77.935,73.749,77.215,73.356,76.63,74.221,75.882,72.918,77.712,73.898,77.623,75.385,78.064,76.007,76.068,78.312,77.32,79.709,74.66,79.6,76.531,73.163,78.068,80.117,75.025,75.01,83.084,76.058,78.181,77.742,76.447
71.806,74.725,79.572,77.518,78.618,76.519,77.76,75.573,82.762,81.978,74.446,76.735,80.322,77.545,79.67,81.002,76.283,72.129,74.996,74.72,77.205,82.019,83.106,76.166,172.64,81.864,77.931,79.897,81.744,77.295,78.014,81.383,75.272,78.858,78.563,78.21,80.401,80.541,80.865,74.75,81.52,81.432,78.637,78.105,76.498,75.482,78.998,76.05,77.554,78.026,75.279,78.135,78.831,80.503,79.056,80.419,80.234,80.533,80.925,78.749,79.451,80.759,78.545,80.75,79.986,80.511,78.882,78.396,79.893,77.805,76.961,76.247,77.023,78.605,77.421,78.531,77.045,78.249,78.097,77.127,77.787,76.505,76.799,74.634,74.377,78.936,77.858,77.436,76.875,75.832,79.695,76.598,76.818,77.683,76.425,77.145,78.11,78.408,77.934,76.732,75.916,76.092,74.046,73.801,77.75,76.908,76.281,76.976,78.891,77.095,75.077,75.567,77.016,75.845,73.082,90.52,73.598,75.881,75.234,77.506,76.46,74.389,73.899,77.16,73.635,75.862,75.567,75.814,77.303,75.163,76.968,76.194,75.582,76.054,77.331,74.743,75.567,73.652,76.083,74.627,78.634,74.509,77.173,73.594,76.956,74.144,75.043,72.633,77.393,74.054,77.169,74.886,78.357,75.95,75.452,78.125,77.32,79.967,74.839,80.375,76.41,72.998,77.907,80.183,74.564,75.638,83.677,75.577,77.977,77.512,76.275
72.327,74.84,79.644,78.113,77.603,76.531,78.165,75.166,82.077,82.331,74.856,76.016,80.34,77.296,79.448,81.379,76.91,72.347,74.86,74.72,77.372,82.251,83.287,75.064,176.6,82.705,77.922,80.043,81.744,76.535,77.906,81.429,74.55,79.176,78.43,78.312,80.766,80.216,81.405,75.413,80.867,81.521,78.637,78.021,76.298,74.927,78.771,76.235,77.52,78.269,75.403,78.475,79.24,80.425,79.492,80.908,80.832,81.082,81.427,78.582,80.059,80.859,78.93,80.911,80.112,79.885,78.552,77.624,79.893,77.857,77.016,76.445,77.154,78.561,77.618,79.261,77.59,78.402,78.515,77.17,77.282,77.105,77.118,74.536,74.526,78.805,77.906,77.258,76.63,75.444,79.348,76.464,76.612,78.256,76.336,76.863,77.393,77.659,77.827,77.338,76.225,75.885,73.386,73.82,77.676,76.54,75.773,76.697,79.391,77.468,75.015,75.591,76.709,75.715,73.082,90.419,73.221,75.45,74.351,77.755,76.417,73.747,73.895,76.85,73.534,75.617,75.892,76.153,77.874,74.955,76.768,76.226,75.234,75.515,77.841,75.472,75.674,73.396,76.121,74.627,79.583,75.101,77.093,74.637,77.152,74.09,74.325,72.39,77.042,74.541,76.515,74.295,78.429,76.039,75.006,77.895,77.32,79.969,75.108,80.753,76.26,72.877,77.823,79.965,74.418,75.962,84.213,75.087,77.689,77.268,76.143
72.761,75.009,79.737,78.426,76.532,76.271,78.327,74.853,81.482,82.561,75.172,75.349,80.381,77.16,79.273,81.924,78.211,72.468,74.833,74.75,77.592,82.499,83.923,74.445,177.95,83.216,77.922,80.304,81.723,75.749,77.799,81.521,74.474,79.536,78.343,78.851,81.045,80.418,82.284,76.462,80.531,81.306,78.641,77.868,76.161,74.411,78.546,76.606,77.597,78.888,75.689,78.821,79.622,79.701,79.869,81.256,80.963,81.404,81.84,78.542,80.497,80.616,79.239,80.972,80.213,79.137,78.125,76.76,79.893,77.964,77.061,76.998,77.375,78.499,78.071,79.618,78.099,78.504,78.825,77.421,76.768,77.426,77.543,74.569,74.716,78.59,78.215,77.155,76.696,75.114,79.0,76.304,76.332,78.416,76.336,76.726,76.816,76.899,77.702,77.569,76.484,75.694,73.337,73.873,77.591,76.333,75.314,76.376,79.467,77.711,75.551,75.654,76.532,75.633,73.082,90.322,72.664,75.154,73.371,77.926,76.361,73.103,74.065,76.6,73.553,75.273,76.108,76.72,78.2,74.728,76.576,76.239,74.922,75.216,77.908,75.567,75.919,73.265,76.14,74.627,80.608,75.405,76.961,75.651,77.289,74.075,74.2,72.145,76.682,75.108,75.86,73.73,78.478,76.226,74.59,77.825,77.319,79.828,75.422,80.584,76.002,72.818,77.881,79.732,74.316,76.183,84.723,74.527,77.32,77.127,76.027
73.164,75.094,79.787,78.682,76.046,75.704,78.104,74.58,80.936,82.727,75.509,75.004,80.458,77.057,79.062,82.348,79.474,72.496,75.635,74.867,77.954,82.64,84.82,74.567,179.2,82.936,77.922,80.84,81.457,75.216,77.573,81.61,74.686,79.891,78.382,79.945,81.295,80.731,82.641,77.262,80.261,80.768,78.744,77.634,76.216,74.167,78.261,77.045,77.823,79.426,76.549,79.279,79.816,78.883,80.018,81.485,81.046,81.653,82.184,78.754,80.388,79.878,79.365,80.972,80.292,78.635,77.662,76.251,79.893,78.344,77.179,77.603,77.861,78.38,78.516,79.771,78.329,78.588,78.644,77.671,76.376,77.665,77.976,74.635,74.846,78.363,79.024,77.074,76.839,75.003,78.658,76.193,76.148,78.132,76.336,76.726,76.421,76.193,77.449,77.729,76.739,75.578,73.924,73.958,77.529,76.171,74.972,76.162,79.442,77.813,76.424,75.739,76.566,75.58,73.073,90.208,72.063,75.149,72.83,78.102,76.167,72.579,74.406,76.354,73.65,74.719,76.286,77.419,78.437,74.564,76.54,76.023,74.627,75.025,77.809,75.567,76.204,73.432,76.04,74.627,81.321,75.646,76.517,75.843,77.387,74.103,74.519,71.943,76.28,75.583,75.292,73.048,78.555,76.418,74.234,77.902,77.265,79.699,75.929,80.234,75.641,72.846,78.063,79.693,74.262,76.409,85.319,73.914,76.944,77.282,75.957
73.522,74.877,79.515,78.831,76.265,75.238,77.641,74.444,80.652,82.843,76.013,74.954,80.936,76.921,78.671,82.761,79.752,72.512,76.846,74.978,78.66,82.62,85.772,74.91,180.33,82.375,77.838,81.325,80.988,74.762,77.139,81.61,75.025,80.288,78.76,80.635,81.48,80.856,82.487,77.732,79.892,80.248,78.95,77.346,76.623,74.183,77.877,77.713,78.076,79.687,77.628,79.723,79.903,78.567,80.069,81.455,81.081,81.743,82.301,79.109,79.772,79.163,79.303,80.972,80.32,78.253,77.214,76.148,79.893,78.79,77.703,77.856,78.416,78.223,78.627,79.868,78.061,78.634,77.998,77.652,75.997,77.857,78.529,74.728,74.922,78.083,79.642,77.027,77.032,75.145,78.285,76.12,76.098,77.671,76.333,76.726,76.037,75.855,76.925,77.814,77.06,75.691,74.721,74.287,77.553,76.066,74.721,76.142,79.396,77.887,77.041,75.851,76.665,75.572,72.984,90.022,71.703,75.645,72.494,78.369,75.761,72.062,74.787,76.171,73.801,74.221,76.407,77.817,78.648,74.57,76.638,75.474,74.342,74.849,77.64,75.567,76.51,73.941,75.522,74.731,81.757,75.906,75.885,75.77,77.419,74.165,74.92,71.856,75.855,76.07,74.729,72.412,78.716,76.604,73.979,78.028,77.172,79.722,76.462,79.876,75.395,72.967,78.283,79.791,74.275,76.765,85.885,73.548,76.615,77.742,76.042
73.706,74.462,78.833,78.771,76.714,75.083,77.132,74.691,80.73,82.852,76.849,74.922,81.547,76.629,77.95,83.059,79.392,72.541,77.419,74.99,79.265,82.537,86.574,75.358,181.36,82.08,77.495,81.521,80.39,74.407,76.663,81.369,75.444,80.62,79.254,80.51,81.447,80.55,82.268,78.116,79.228,79.843,79.21,76.87,77.118,74.235,77.576,78.544,78.308,79.897,78.589,79.908,79.964,78.429,80.1,80.99,80.992,81.577,82.091,79.408,79.058,78.809,79.172,80.969,79.998,77.915,76.685,76.078,79.893,78.944,78.321,77.95,78.859,78.053,78.478,79.884,77.503,78.48,77.413,77.189,75.594,78.032,79.015,74.968,74.996,77.765,79.681,77.146,77.505,75.407,77.889,76.036,76.063,77.268,76.27,76.726,75.532,76.213,76.372,77.804,77.371,76.273,75.299,75.137,77.761,76.047,74.518,76.142,79.231,77.921,77.364,76.022,76.796,75.668,72.869,89.852,71.891,76.238,72.229,78.67,75.426,71.625,75.274,76.074,74.056,74.075,76.459,77.872,78.881,74.863,76.797,74.929,74.176,74.599,77.383,75.579,76.879,74.38,74.867,75.0,82.083,76.31,75.306,75.687,77.352,74.253,75.103,71.993,75.35,76.531,74.24,72.116,78.885,76.803,73.752,78.144,77.121,79.91,76.784,79.461,75.377,73.149,78.529,79.93,74.35,77.312,86.083,73.555,76.307,78.1,76.486
73.69,74.178,78.115,78.447,77.098,74.974,76.492,75.337,80.94,82.528,77.719,74.907,81.728,76.262,77.249,83.074,78.966,73.104,77.308,74.92,79.337,82.429,87.036,76.018,182.28,82.408,77.174,81.645,79.257,74.217,76.31,81.071,76.209,80.837,79.593,80.201,80.695,80.088,82.198,78.437,78.565,79.458,79.779,76.23,77.422,74.32,77.535,79.164,78.568,79.998,79.695,79.96,80.012,78.346,80.103,80.374,80.746,81.223,81.737,79.655,78.539,78.558,79.054,80.674,79.374,77.584,76.255,76.047,79.833,78.829,78.521,78.009,79.313,77.859,78.195,79.668,77.052,77.859,77.258,76.674,75.068,78.204,79.268,75.37,75.117,77.458,79.681,77.78,78.2,75.657,77.418,75.874,76.046,76.972,76.182,76.937,74.491,76.987,76.04,77.721,77.519,77.01,75.688,76.06,78.019,76.066,74.365,76.142,78.545,77.848,77.615,76.247,76.96,75.849,72.817,89.87,72.587,76.431,72.014,78.84,75.511,71.429,75.864,75.997,74.677,74.089,76.485,77.907,79.151,75.318,76.97,74.614,74.359,74.205,76.76,75.685,77.243,74.42,74.385,75.306,82.187,76.799,74.694,75.668,77.207,74.5,75.133,72.339,74.744,76.936,73.871,72.258,78.933,76.919,73.584,78.271,77.166,80.084,76.931,79.036,75.377,73.408,78.84,80.045,74.424,77.748,86.058,73.653,76.007,78.071,76.972
73.617,74.63,77.506,78.008,77.296,74.913,75.745,75.881,81.079,82.109,78.295,75.066,81.454,76.05,76.887,82.919,79.02,74.672,77.098,74.839,79.155,82.243,87.351,77.034,183.1,82.974,77.272,81.728,78.049,74.096,75.985,80.951,77.065,81.009,79.834,80.003,79.814,79.899,82.324,78.756,78.352,79.263,80.42,75.792,77.614,74.64,77.664,79.561,78.73,79.788,80.517,79.992,80.061,78.348,80.037,79.907,80.455,80.823,81.494,79.876,78.023,78.315,78.986,80.122,78.838,77.207,76.194,76.279,79.597,78.592,78.21,78.018,79.633,77.619,77.796,79.281,76.891,77.104,77.189,76.539,74.394,78.315,79.45,75.814,75.421,77.095,79.681,78.506,78.74,75.832,76.924,75.424,76.2,76.681,76.142,77.518,73.176,77.505,75.793,77.589,77.249,77.634,76.03,76.696,78.175,76.103,74.245,76.089,77.779,77.615,77.72,76.574,77.194,76.074,73.393,90.202,73.349,76.399,71.833,78.844,76.234,71.511,76.224,75.954,75.361,74.12,76.51,77.922,79.34,75.783,77.229,74.356,75.081,73.84,76.038,75.811,77.584,74.312,73.939,75.583,81.845,77.105,74.104,75.765,77.023,74.962,75.152,72.768,74.316,77.359,73.555,72.562,78.375,76.741,73.53,78.388,77.259,79.996,77.054,78.844,75.377,73.938,79.04,80.148,74.431,77.765,86.005,73.805,75.699,77.89,77.183
73.501,75.96,76.877,77.557,77.452,75.022,75.3,76.018,80.306,81.947,78.754,75.605,81.022,76.844,76.635,82.775,81.18,76.148,76.929,74.859,78.887,81.989,87.56,77.76,183.81,83.216,78.168,81.785,77.431,74.012,75.736,80.915,77.611,81.18,80.067,80.209,79.632,80.213,82.485,79.034,79.197,79.675,80.634,75.725,77.79,75.514,77.875,79.875,78.726,79.242,80.634,79.996,80.097,78.544,79.907,79.496,80.081,80.268,81.374,80.018,77.671,77.98,78.929,79.657,78.513,76.906,76.951,77.023,79.389,78.275,77.674,77.905,79.664,77.304,76.676,78.863,76.79,76.504,77.141,76.644,73.888,78.275,79.561,76.368,75.873,76.762,79.681,78.896,79.039,75.997,76.546,74.799,76.713,76.331,76.142,78.126,72.337,77.519,75.617,77.36,76.659,78.334,76.376,77.234,78.261,76.177,74.14,75.757,77.438,77.305,77.495,77.092,77.446,76.553,74.445,90.584,73.801,76.355,71.68,78.844,77.05,71.743,76.12,76.011,75.751,74.167,76.566,77.745,79.287,76.326,77.496,74.155,75.934,73.715,75.593,75.844,77.931,74.197,73.574,75.889,81.225,76.963,73.805,75.894,76.727,75.467,75.188,73.237,74.303,77.663,73.301,72.795,77.529,76.199,73.541,78.428,77.318,79.423,77.275,79.481,75.442,74.551,78.991,80.255,74.332,77.404,85.915,74.056,75.363,77.737,77.276
